,ActiveTime,InactiveTime,CreateShape,RotateShape,MoveShape,ScaleShape,DeleteFigure,RotateView,cube,pyramid,ramp,cylinder,cone,sphere,spatial_reasoning,snap_submit,puzzle_45-Degree Rotations,puzzle_Angled Silhouette,puzzle_Bird Fez,puzzle_Pi Henge,puzzle_Pyramids are Strange
145,393.7962880000002,553.6482,3,0,26,10,0,22,3,0,0,0,0,0,2.5,0,0.0,0.0,0.0,1.0,0.0
146,61.05572,0.0,3,0,1,1,0,0,1,2,0,0,0,0,4.0,0,0.0,1.0,0.0,0.0,0.0
147,179.0694099999999,73.576895,3,30,13,1,0,1,1,1,0,0,0,1,2.5416666666666665,0,0.0,0.0,1.0,0.0,0.0
148,164.08841699999996,0.0,3,0,12,10,0,19,3,0,0,0,0,0,2.333333333333333,6,0.0,0.0,0.0,1.0,0.0
149,58.41683799999999,0.0,5,12,0,0,0,0,0,0,4,0,0,1,4.0,0,1.0,0.0,0.0,0.0,0.0
150,180.436208,0.0,4,34,2,1,0,1,0,4,0,0,0,0,2.875,0,0.0,0.0,0.0,0.0,1.0
151,1180.873135,1119.839469,5,153,16,6,0,96,0,0,4,0,0,1,1.5,29,1.0,0.0,0.0,0.0,0.0
152,89.21234800000002,0.0,3,4,2,1,0,1,1,2,0,0,0,0,3.875,0,0.0,1.0,0.0,0.0,0.0
153,218.594405,42.936462,3,2,12,5,0,10,1,0,0,0,1,1,2.75,6,0.0,0.0,1.0,0.0,0.0
154,316.0024569999999,266.196531,3,2,11,11,0,8,3,0,0,0,0,0,2.125,15,0.0,0.0,0.0,1.0,0.0
155,289.39814499999983,164.427674,4,9,11,7,1,4,1,0,0,0,2,1,2.625,6,0.0,0.0,1.0,0.0,0.0
156,339.7547179999998,0.0,5,48,2,10,1,19,0,5,0,0,0,0,2.125,8,0.0,0.0,0.0,0.0,1.0
157,172.42424400000002,0.0,5,2,13,11,2,27,5,0,0,0,0,0,2.375,8,0.0,0.0,0.0,1.0,0.0
158,265.027487,0.0,10,18,21,0,0,55,0,0,8,0,0,2,3.375,4,1.0,0.0,0.0,0.0,0.0
159,111.964201,0.0,4,8,11,1,1,2,1,3,0,0,0,0,3.083333333333333,4,0.0,1.0,0.0,0.0,0.0
