ActiveTime,InactiveTime,CreateShape,RotateShape,MoveShape,ScaleShape,DeleteFigure,RotateView,Snapshots,CheckSolution,cube,pyramid,ramp,cylinder,cone,sphere,spatial_reasoning,puzzle_45-Degree Rotations,puzzle_Angled Silhouette,puzzle_Bird Fez,puzzle_Pi Henge,puzzle_Pyramids are Strange
36.760238,0.0,3,0,1,3,0,0,0,1,1,2,0,0,0,0,3.6666666666666665,0.0,1.0,0.0,0.0,0.0
111.12148,0.0,3,0,11,7,0,4,0,1,3,0,0,0,0,0,2.9444444444444446,0.0,0.0,0.0,1.0,0.0
134.8738740000001,0.0,5,18,1,2,1,3,0,3,0,5,0,0,0,0,2.5,0.0,0.0,0.0,0.0,1.0
101.002945,0.0,4,10,0,1,0,3,0,2,0,4,0,0,0,0,3.25,0.0,0.0,0.0,0.0,1.0
104.66990699999997,52.230662,5,2,3,1,2,10,0,3,2,2,0,0,0,1,2.9166666666666665,0.0,0.0,1.0,0.0,0.0
60.55749700000002,0.0,5,8,6,1,2,5,0,2,1,2,0,0,2,0,2.833333333333333,0.0,1.0,0.0,0.0,0.0
188.57275100000004,0.0,3,0,18,9,0,0,0,1,3,0,0,0,0,0,3.4444444444444446,0.0,0.0,0.0,1.0,0.0
63.797703000000006,0.0,4,6,0,1,0,2,0,1,0,4,0,0,0,0,3.875,0.0,0.0,0.0,0.0,1.0
150.51811800000002,129.367795,4,2,16,2,1,4,0,2,1,0,0,1,1,1,2.9166666666666665,0.0,0.0,1.0,0.0,0.0
32.109063000000006,0.0,3,4,1,1,0,0,0,1,1,2,0,0,0,0,4.0,0.0,1.0,0.0,0.0,0.0
47.59492600000001,0.0,3,0,6,5,0,0,0,1,3,0,0,0,0,0,3.6666666666666665,0.0,0.0,0.0,1.0,0.0
316.564161,0.0,4,20,15,18,0,5,17,8,0,4,0,0,0,0,2.125,0.0,0.0,0.0,0.0,1.0
225.48491600000003,0.0,4,4,21,6,1,13,3,7,1,1,0,1,0,1,2.458333333333333,0.0,0.0,1.0,0.0,0.0
37.51255299999999,0.0,4,4,0,0,0,0,0,1,2,2,0,0,0,0,3.9166666666666665,0.0,1.0,0.0,0.0,0.0
148.693084,0.0,5,0,18,11,2,18,0,2,3,0,0,2,0,0,2.333333333333333,0.0,0.0,0.0,1.0,0.0
156.41483199999993,0.0,5,16,16,0,0,8,0,3,0,0,4,0,0,1,2.375,1.0,0.0,0.0,0.0,0.0
63.59151699999998,0.0,4,10,0,4,0,2,0,1,0,4,0,0,0,0,3.375,0.0,0.0,0.0,0.0,1.0
121.075878,0.0,4,2,13,1,1,5,0,1,1,0,0,1,1,1,3.375,0.0,0.0,1.0,0.0,0.0
76.226059,0.0,3,6,6,1,0,11,0,3,1,2,0,0,0,0,2.6666666666666665,0.0,1.0,0.0,0.0,0.0
55.422879000000016,0.0,4,0,6,6,0,13,0,1,4,0,0,0,0,0,3.1666666666666665,0.0,0.0,0.0,1.0,0.0
39.52069799999998,0.0,5,16,0,0,0,4,0,1,0,0,4,0,0,1,3.375,1.0,0.0,0.0,0.0,0.0
198.990428,53.248446,4,25,26,1,0,5,0,9,0,4,0,0,0,0,2.5,0.0,0.0,0.0,0.0,1.0
29.011512,0.0,3,2,2,1,0,2,0,1,1,1,0,0,0,1,3.5416666666666665,0.0,0.0,1.0,0.0,0.0
104.22425399999996,0.0,4,18,0,1,0,1,0,4,0,4,0,0,0,0,2.75,0.0,0.0,0.0,0.0,1.0
34.046575,0.0,3,4,2,3,0,0,0,1,1,2,0,0,0,0,3.6666666666666665,0.0,1.0,0.0,0.0,0.0
50.99298,0.0,3,0,6,5,0,2,0,2,3,0,0,0,0,0,3.222222222222222,0.0,0.0,0.0,1.0,0.0
199.8780639999999,0.0,9,24,30,0,4,3,0,3,0,0,8,0,0,1,2.125,1.0,0.0,0.0,0.0,0.0
391.0382560000002,175.935419,11,24,54,3,8,20,0,6,3,4,0,3,0,1,1.7916666666666663,0.0,0.0,1.0,0.0,0.0
125.50949899999998,0.0,4,18,0,5,0,6,5,3,0,4,0,0,0,0,2.375,0.0,0.0,0.0,0.0,1.0
46.71026199999999,0.0,3,0,12,6,0,1,0,1,3,0,0,0,0,0,3.388888888888889,0.0,0.0,0.0,1.0,0.0
64.84762400000001,0.0,3,0,6,5,0,7,0,1,3,0,0,0,0,0,3.5,0.0,0.0,0.0,1.0,0.0
39.98373999999999,0.0,5,10,0,0,0,4,0,1,0,0,4,0,0,1,3.875,1.0,0.0,0.0,0.0,0.0
91.721424,0.0,5,8,0,0,0,28,0,1,0,0,4,0,0,1,3.75,1.0,0.0,0.0,0.0,0.0
107.196814,0.0,3,4,30,7,0,13,0,1,1,0,0,0,1,1,2.6666666666666665,0.0,0.0,1.0,0.0,0.0
36.50580800000001,0.0,3,4,11,1,0,0,0,1,1,0,0,0,1,1,3.4166666666666665,0.0,0.0,1.0,0.0,0.0
145.863388,0.0,4,20,0,1,0,5,1,3,0,4,0,0,0,0,3.0,0.0,0.0,0.0,0.0,1.0
142.46038,0.0,5,0,10,13,2,2,0,1,3,0,1,0,0,1,2.722222222222222,0.0,0.0,0.0,1.0,0.0
64.04153999999998,0.0,5,12,0,0,0,4,0,1,0,0,4,0,0,1,3.875,1.0,0.0,0.0,0.0,0.0
82.68872,0.0,3,4,1,1,0,2,0,1,1,2,0,0,0,0,3.875,0.0,1.0,0.0,0.0,0.0
136.38997900000004,0.0,4,2,15,1,1,9,0,2,1,0,0,0,2,1,3.2916666666666665,0.0,0.0,1.0,0.0,0.0
351.0435710000003,51.146272,5,39,32,4,1,20,25,5,0,5,0,0,0,0,1.75,0.0,0.0,0.0,0.0,1.0
205.98907100000017,0.0,3,4,35,20,0,59,1,3,3,0,0,0,0,0,1.625,0.0,0.0,0.0,1.0,0.0
111.42668599999998,58.885362,5,12,0,0,0,5,10,2,0,0,4,0,0,1,3.5,1.0,0.0,0.0,0.0,0.0
190.201533,0.0,6,12,6,11,3,24,11,4,2,3,0,0,1,0,1.9166666666666663,0.0,1.0,0.0,0.0,0.0
125.12910999999998,0.0,3,4,15,6,0,50,0,2,1,1,0,0,0,1,2.75,0.0,0.0,1.0,0.0,0.0
75.523326,0.0,3,0,4,5,0,4,0,1,3,0,0,0,0,0,3.222222222222222,0.0,0.0,0.0,1.0,0.0
61.10211999999999,0.0,5,12,0,0,0,0,0,1,0,0,4,0,0,1,4.0,1.0,0.0,0.0,0.0,0.0
86.963463,0.0,3,2,10,1,0,2,0,1,1,0,0,0,1,1,3.458333333333333,0.0,0.0,1.0,0.0,0.0
393.7962880000002,553.6482,3,0,26,10,0,22,0,1,3,0,0,0,0,0,2.5,0.0,0.0,0.0,1.0,0.0
61.05572,0.0,3,0,1,1,0,0,0,1,1,2,0,0,0,0,4.0,0.0,1.0,0.0,0.0,0.0
179.0694099999999,73.576895,3,30,13,1,0,1,0,1,1,1,0,0,0,1,2.5416666666666665,0.0,0.0,1.0,0.0,0.0
164.08841699999996,0.0,3,0,12,10,0,19,0,3,3,0,0,0,0,0,2.333333333333333,0.0,0.0,0.0,1.0,0.0
58.41683799999999,0.0,5,12,0,0,0,0,0,1,0,0,4,0,0,1,4.0,1.0,0.0,0.0,0.0,0.0
180.436208,0.0,4,34,2,1,0,1,0,1,0,4,0,0,0,0,2.875,0.0,0.0,0.0,0.0,1.0
1180.873135,1119.839469,5,153,16,6,0,96,9,6,0,0,4,0,0,1,1.5,1.0,0.0,0.0,0.0,0.0
89.21234800000002,0.0,3,4,2,1,0,1,0,1,1,2,0,0,0,0,3.875,0.0,1.0,0.0,0.0,0.0
218.594405,42.936462,3,2,12,5,0,10,0,3,1,0,0,0,1,1,2.75,0.0,0.0,1.0,0.0,0.0
316.0024569999999,266.196531,3,2,11,11,0,8,0,6,3,0,0,0,0,0,2.125,0.0,0.0,0.0,1.0,0.0
289.39814499999983,164.427674,4,9,11,7,1,4,0,3,1,0,0,0,2,1,2.625,0.0,0.0,1.0,0.0,0.0
339.7547179999998,0.0,5,48,2,10,1,19,5,4,0,5,0,0,0,0,2.125,0.0,0.0,0.0,0.0,1.0
172.42424400000002,0.0,5,2,13,11,2,27,5,2,5,0,0,0,0,0,2.375,0.0,0.0,0.0,1.0,0.0
265.027487,0.0,10,18,21,0,0,55,4,1,0,0,8,0,0,2,3.375,1.0,0.0,0.0,0.0,0.0
111.964201,0.0,4,8,11,1,1,2,4,1,1,3,0,0,0,0,3.083333333333333,0.0,1.0,0.0,0.0,0.0
97.35744,0.0,3,4,1,1,0,7,3,1,1,0,0,0,1,1,3.5,0.0,0.0,1.0,0.0,0.0
170.453749,0.0,4,4,26,4,0,7,0,5,0,4,0,0,0,0,3.125,0.0,0.0,0.0,0.0,1.0
75.13210599999998,0.0,3,0,10,10,0,2,0,2,3,0,0,0,0,0,3.111111111111111,0.0,0.0,0.0,1.0,0.0
187.19955999999996,0.0,5,12,43,0,0,9,0,1,0,0,4,0,0,1,2.5,1.0,0.0,0.0,0.0,0.0
63.94279700000001,0.0,4,4,0,1,0,1,1,1,0,4,0,0,0,0,3.75,0.0,0.0,0.0,0.0,1.0
112.07696,50.10599,3,0,10,5,0,18,3,1,3,0,0,0,0,0,3.1666666666666665,0.0,0.0,0.0,1.0,0.0
96.305556,0.0,5,8,0,0,0,7,2,1,0,0,4,0,0,1,3.5,1.0,0.0,0.0,0.0,0.0
440.4596310000001,0.0,8,17,25,14,5,33,16,2,2,5,1,0,0,0,1.5,0.0,1.0,0.0,0.0,0.0
354.68214500000016,54.734611,6,8,29,1,3,45,4,1,1,0,0,0,4,1,2.833333333333333,0.0,0.0,1.0,0.0,0.0
135.21898899999997,131.063851,4,14,2,1,0,13,0,1,0,4,0,0,0,0,2.625,0.0,0.0,0.0,0.0,1.0
94.268533,98.459485,3,0,2,7,0,7,0,1,3,0,0,0,0,0,3.388888888888889,0.0,0.0,0.0,1.0,0.0
84.66398400000001,0.0,5,8,0,0,0,0,0,1,0,0,4,0,0,1,4.0,1.0,0.0,0.0,0.0,0.0
51.990038,0.0,4,4,0,0,0,3,0,1,2,2,0,0,0,0,3.7916666666666665,0.0,1.0,0.0,0.0,0.0
120.17015499999998,32.678237,5,2,1,4,2,9,0,1,2,1,0,0,1,1,3.5416666666666665,0.0,0.0,1.0,0.0,0.0
68.38290099999999,0.0,4,12,0,1,0,1,1,1,0,4,0,0,0,0,3.5,0.0,0.0,0.0,0.0,1.0
166.602562,0.0,5,16,8,4,0,1,3,2,1,0,0,4,0,0,2.1666666666666665,0.0,0.0,0.0,1.0,0.0
92.862743,0.0,4,2,2,1,1,3,2,1,1,1,0,1,0,1,3.333333333333333,0.0,0.0,1.0,0.0,0.0
65.14275400000001,0.0,4,4,2,1,0,2,0,1,0,4,0,0,0,0,3.875,0.0,0.0,0.0,0.0,1.0
77.906405,0.0,5,16,30,0,0,2,0,1,0,0,4,0,0,1,2.875,1.0,0.0,0.0,0.0,0.0
127.724851,0.0,3,0,21,19,0,12,0,1,3,0,0,0,0,0,2.833333333333333,0.0,0.0,0.0,1.0,0.0
64.208646,0.0,3,6,5,1,0,2,0,1,1,1,0,0,0,1,3.2916666666666665,0.0,0.0,1.0,0.0,0.0
130.50583200000003,0.0,4,12,0,9,0,1,5,5,0,4,0,0,0,0,2.25,0.0,0.0,0.0,0.0,1.0
46.375591,0.0,3,0,4,5,0,1,1,1,3,0,0,0,0,0,3.4166666666666665,0.0,0.0,0.0,1.0,0.0
82.94654700000002,0.0,5,12,0,0,0,4,5,2,0,0,4,0,0,1,3.75,1.0,0.0,0.0,0.0,0.0
72.981106,0.0,3,2,3,1,0,3,2,2,1,0,0,0,1,1,3.333333333333333,0.0,0.0,1.0,0.0,0.0
132.64320899999998,0.0,4,14,12,1,0,18,7,1,0,4,0,0,0,0,2.25,0.0,0.0,0.0,0.0,1.0
129.78,112.353302,3,0,4,5,0,2,0,1,3,0,0,0,0,0,3.5,0.0,0.0,0.0,1.0,0.0
167.164467,50.39935,10,10,0,2,0,23,5,2,4,2,4,0,0,0,1.7916666666666667,0.0,1.0,0.0,0.0,0.0
112.485057,109.833125,3,2,3,1,0,5,0,1,1,0,0,0,1,1,3.4166666666666665,0.0,0.0,1.0,0.0,0.0
78.016606,0.0,3,0,4,7,0,0,0,1,3,0,0,0,0,0,3.777777777777778,0.0,0.0,0.0,1.0,0.0
58.060967000000005,0.0,3,4,1,1,0,3,0,1,1,2,0,0,0,0,3.875,0.0,1.0,0.0,0.0,0.0
231.137983,372.857682,3,14,33,1,0,7,0,3,1,1,0,0,0,1,2.5416666666666665,0.0,0.0,1.0,0.0,0.0
147.00174200000004,43.165418,4,12,0,3,0,18,4,1,0,4,0,0,0,0,2.75,0.0,0.0,0.0,0.0,1.0
91.35169900000004,0.0,3,2,2,7,0,1,0,1,3,0,0,0,0,0,2.875,0.0,0.0,0.0,1.0,0.0
78.43112300000001,0.0,5,10,2,0,0,0,0,1,0,0,4,0,0,1,3.75,1.0,0.0,0.0,0.0,0.0
59.10101900000001,0.0,3,2,3,1,0,4,0,1,1,0,0,0,1,1,3.458333333333333,0.0,0.0,1.0,0.0,0.0
117.150518,0.0,3,0,2,5,0,1,0,2,1,0,0,2,0,0,3.6666666666666665,0.0,0.0,0.0,1.0,0.0
